scraped_at,modele,finition,prix,annee_mise_en_circulation,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,url_annonce
2025-04-09,Mazda CX-3,2.0 Skyactiv-G Exclusive Edition Skyactiv-Drive,16 990 €,14.05.2019,93 835 km,Essence,Boite de vitesse automatique,121 CV / 89 kW,3,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/mazda-cx-3/id/ed1471f7-edfe-44d9-a4a5-4e2808e5a21e/?financePeriod=84&cashAmount=50000
2025-04-09,Skoda Kamiq,1.5 TSI ACT Ambition BV6,14 390 €,17.01.2020,99 320 km,Ethanol,Boite de vitesse manuelle,150 CV / 110 kW,3,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,105 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/skoda-kamiq/id/88019781-b4a5-4d4e-a17b-e0f4288716fc/?financePeriod=84&cashAmount=50000
2025-04-09,Hyundai i30,1.4 T-GDi Creative DCT-7,14 290 €,14.03.2017,74 636 km,Essence,Boite de vitesse automatique,140 CV / 103 kW,3,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,125 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/hyundai-i-30/id/15af0277-a7f5-487d-bdbe-3e73c3275826/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe A,200 AMG Line 7G-DCT,28 490 €,08.07.2022,50 960 km,Essence,Double embrayage / DCT,163 CV / 120 kW,2,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/mercedes-benz-classe-a/id/28090896-c489-4b3a-bf7b-4bd8a0f81884/?financePeriod=84&cashAmount=50000&impression_id=ZTNkMWYzYWItYTIwNi00MzQ3LWEwMDYtNjFmNTgwNmJiZTE4KzE3NDQxODIwNDYxNTk%3D
2025-04-09,Mercedes-Benz Classe B,200 d AMG Line 8G-DCT,24 190 €,20.12.2019,62 359 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,3,Monospace,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/mercedes-benz-classe-b/id/77496df4-0f85-4503-9cf1-cf009cb75ac5/?financePeriod=84&cashAmount=50000
2025-04-09,Mazda 3,2.0 Skyactiv-X M-Hybrid Exclusive,22 390 €,27.10.2020,41 209 km,Essence,Boite de vitesse manuelle,180 CV / 132 kW,1,Berline,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,131 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mazda-3/id/bc02a2de-a55d-4d7f-801d-f4af6c29e18f/?financePeriod=84&cashAmount=50000
2025-04-09,Jeep Compass,1.4 MultiAir Limited 4WD Auto 9,18 490 €,24.11.2017,84 445 km,Essence,Boite de vitesse automatique,170 CV / 125 kW,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/jeep-compass/id/a6f5a21b-29e1-4659-8e5c-974f521d6322/?financePeriod=84&cashAmount=50000&impression_id=MTZkOTJlYWQtOGQxNS00YzMyLTkxMmUtNzVjODliOTVmMzU4KzE3NDQxODIwODI5NjU%3D
2025-04-09,Renault Kadjar,1.2 TCe Energy Intens EDC,12 690 €,13.11.2018,81 888 km,Essence,Double embrayage / DCT,130 CV / 96 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-kadjar/id/871c8866-9f83-4440-a196-ae7d74ec6213/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Focus,1.0 EcoBoost ST Line Auto,17 290 €,29.11.2019,55 734 km,Essence,Boite de vitesse automatique,125 CV / 92 kW,3,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,123 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/ford-focus/id/e78207ca-49bf-4891-b47e-6a9419858311/?financePeriod=84&cashAmount=50000
2025-04-09,Mazda 3,2.0 e-Skyactiv X M-Hybrid Exclusive BVA6,24 790 €,30.09.2021,27 396 km,Essence,Boite de vitesse automatique,186 CV / 137 kW,2,Berline,5,5,Bleu,Cuir (Sellerie d'origine),EURO 6,137 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mazda-3/id/f9824a05-448d-4fa0-b087-6034f20281ab/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.2 PureTech GT Line,13 790 €,30.11.2018,64 584 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,4,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 5,117 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-3008/id/093570d0-1c86-4e63-9a93-4cba34750c14/?financePeriod=84&cashAmount=50000&impression_id=NzEzODYxY2ItMDVkOS00OWRmLThiNDAtOGM5NTI4ZTViZGZhKzE3NDQxODE5NzI1ODY%3D
2025-04-09,Citroen C4 Cactus,1.2 PureTech Shine BV6,10 690 €,29.07.2019,38 159 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,Inconnu,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/citroen-c-4-cactus/id/293c422c-f36d-4cb2-b69e-ad73cc012e14/?financePeriod=84&cashAmount=50000
2025-04-09,BMW Série 1,116i Edition Sport DKG7,21 990 €,07.06.2021,36 966 km,Essence,Boite de vitesse automatique,109 CV / 80 kW,2,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/bmw-serie-1/id/ef71da43-b9ad-4d90-90a2-3f1a45a52a4e/?financePeriod=84&cashAmount=50000&impression_id=YjViNDZjOWEtM2Q3MC00ZmE3LTk3NzgtZmFiNjg1YTZjN2RmKzE3NDQxODE5MDk2ODY%3D
2025-04-09,Volkswagen Polo,1.0 TSI R-Line DSG7,20 590 €,06.11.2021,38 415 km,Essence,Double embrayage / DCT,110 CV / 81 kW,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-polo/id/f3a7f987-72e1-4131-aab1-48a2cc9b0806/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Clio,1.0 TCe Business,12 090 €,24.06.2020,54 664 km,Essence,Boite de vitesse manuelle,100 CV / 74 kW,3,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-clio/id/239ab26a-92a1-4506-bbe8-4b88afbd03eb/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Clio,1.3 TCe RS Line,18 590 €,24.09.2021,23 296 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,2,Citadine,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/renault-clio/id/638cb7cd-5332-4b5c-93dc-a233435ac194/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A1,Sportback 30 TFSI S Line S Tronic 7,19 990 €,06.11.2019,25 449 km,Essence,Double embrayage / DCT,116 CV / 85 kW,2,Citadine,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-a-1/id/68cea65b-20f7-4fa6-9ab8-2dafacdb7713/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Allure EAT6,10 490 €,25.07.2018,37 382 km,Essence,Boite de vitesse automatique,110 CV / 81 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,110 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/34d96015-ea97-48a6-9eb9-988a5915e813/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe A,250 e AMG Line 8G-DCT,27 590 €,07.07.2021,58 155 km,Hybride,Double embrayage / DCT,218 CV / 160 kW,3,Berline,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,25 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mercedes-benz-classe-a/id/f7b8d36a-f838-4131-aa35-1e54482629ce/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3,1.2 PureTech Shine,8 890 €,10.02.2017,27 222 km,Essence,Boite de vitesse manuelle,82 CV / 60 kW,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,109 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/citroen-c-3/id/c15d46e8-dcf4-435e-85b9-d677cc007500/?financePeriod=84&cashAmount=50000
2025-04-09,Mazda 2,1.5 SkyActiv-G Selection Auto,15 290 €,29.03.2019,24 255 km,Essence,Boite de vitesse automatique,90 CV / 66 kW,3,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,118 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mazda-2/id/eca8aab8-26a8-4b82-9b63-5415feee2e40/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz GLA,180 Inspiration,18 990 €,31.05.2018,77 334 km,Essence,Boite de vitesse manuelle,122 CV / 90 kW,3,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/mercedes-benz-gla/id/feff7a87-7457-4c72-a196-3c09718c59af/?financePeriod=84&cashAmount=50000&impression_id=N2MwM2M2NjAtYTExOC00MDVhLTk3YzctNTEzZGZkZDgwYTYzKzE3NDQxODIwNjcxNzE%3D
2025-04-09,Volkswagen Golf VII Sportsvan,1.4 TSI BlueMotion Tech Sound DSG7,14 490 €,13.01.2017,76 227 km,Essence,Double embrayage / DCT,125 CV / 92 kW,3,Monospace,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/volkswagen-golf-vii-sportsvan/id/c4eea8cb-267a-40fb-8cff-a05471d5b5b7/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Golf VII,1.6 TDI BlueMotion Tech Comfortline,15 090 €,05.06.2019,95 163 km,Diesel,Boite de vitesse manuelle,115 CV / 85 kW,Inconnu,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,100 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/volkswagen-golf-vii/id/b9179d68-8792-411e-bc74-fa221d2feeb8/?financePeriod=84&cashAmount=50000&impression_id=OTA0OWJiMmQtNzQyYi00NjQxLTk2MmItYzE5NzA1YjQyNDU1KzE3NDQxODE3MzQ0NDg%3D
2025-04-09,Peugeot 2008,1.2 PureTech GT Line,11 990 €,28.02.2019,46 993 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/peugeot-2008/id/15509090-e737-4283-947b-f196eb930dc6/?financePeriod=84&cashAmount=50000
2025-04-09,Audi Q3,35 TDI S Line S Tronic 7,33 390 €,29.04.2022,69 771 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,142 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/audi-q-3/id/1734ad9a-a082-40b3-874f-d5f4897dac77/?financePeriod=84&cashAmount=50000&impression_id=Nzk0YmQ2YjYtZmY4Zi00NWU0LTlkNWEtZmJmYzRkNWJmOTc4KzE3NDQxODE3OTg0Nzk%3D
2025-04-09,Mercedes-Benz Classe E,Coupé 220 d Sportline 9G-Tronic,34 390 €,10.08.2017,74 795 km,Diesel,Boite de vitesse automatique,194 CV / 143 kW,3,Coupé,2,4,Blanc,Cuir (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-classe-e/id/4cf43055-2fe8-4e2b-ac92-5a00c2027043/?financePeriod=84&cashAmount=50000
2025-04-09,MINI MINI,Cooper Edition Camden BVA7,22 990 €,01.10.2021,36 279 km,Essence,Boite de vitesse automatique,136 CV / 100 kW,2,Citadine,3,4,Gris,Cuir (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mini-mini/id/8cce7b68-d6d7-4979-83ae-957450fb3ffd/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 208,1.2 PureTech Allure EAT8,12 590 €,24.12.2019,80 990 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,1,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,101 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-208/id/ae4e9d5b-1e0c-400b-b8a1-36192dc894bd/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Yaris,1.5 Hybrid Iconic,18 290 €,29.01.2021,33 430 km,Hybride,Boite de vitesse automatique,116 CV / 85 kW,2,Citadine,5,5,Beige,Cuir (Sellerie d'origine),EURO 6,98 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-yaris/id/3a858b9b-d782-4dcb-8968-6d9f48f917ff/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota RAV 4,2.5 Hybride 2WD Dynamic,31 990 €,07.09.2022,34 635 km,Hybride,Boite de vitesse automatique,218 CV / 160 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-rav-4/id/3b0db71b-df46-4fac-9600-00a24529c707/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.2 PureTech GT Line EAT6,14 690 €,25.04.2017,60 853 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-3008/id/499def9d-4e6c-43b6-9a6e-ef48404c0e51/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C4,1.5 Blue-HDi Feel EAT8,18 390 €,13.10.2021,49 830 km,Diesel,Boite de vitesse automatique,131 CV / 96 kW,Inconnu,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/citroen-c-4/id/013426a2-8bb3-4eb1-9852-5d6287f738f4/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz GLA,200 Sensation 7G-DCT,24 190 €,30.12.2019,67 793 km,Essence,Double embrayage / DCT,156 CV / 115 kW,3,SUV,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,142 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mercedes-benz-gla/id/1de40638-6250-4bc0-8e04-b910b991d0de/?financePeriod=84&cashAmount=50000
2025-04-09,Ford EcoSport,1.0 EcoBoost ST Line,12 090 €,28.11.2019,60 129 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,2,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-eco-sport/id/5b87c4c2-b66c-44b2-90d3-711d9c11bfa8/?financePeriod=84&cashAmount=50000
2025-04-09,Honda HR-V,1.5 i-VTEC Executive CVT,19 590 €,30.04.2021,38 401 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,150 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/honda-hr-v/id/5b668e7a-5516-405b-b49e-a5898faead1c/?financePeriod=84&cashAmount=50000
2025-04-09,Suzuki Swift,1.2 DualJet Hybrid Pack,15 190 €,07.08.2023,27 738 km,Essence,Boite de vitesse manuelle,83 CV / 61 kW,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/suzuki-swift/id/e5f692f0-a276-4e3d-8482-c583c89159ac/?financePeriod=84&cashAmount=50000&impression_id=MDY5MmY4YzItZTBiOC00MmY0LThkOGEtNDFhOTIwZmVkN2MzKzE3NDQxODIwMzU1MDk%3D
2025-04-09,Volkswagen Tiguan,2.0 TDI Match DSG7,25 090 €,25.02.2020,73 818 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Noir,Alcantara (Sellerie d'origine),EURO 6,123 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/volkswagen-tiguan/id/f71e9818-f6b8-487c-899e-49f54e363326/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Captur,1.3 TCe Mild Hybrid RS Line EDC,20 690 €,19.04.2023,26 624 km,Essence,Double embrayage / DCT,160 CV / 116 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-captur/id/61a81f6c-02d5-4d01-ac1e-1600df8695d7/?financePeriod=84&cashAmount=50000&impression_id=NDg5Mzk4ZDctODA2Mi00MzA3LTliZDAtYTBkN2M0MjQwOWYxKzE3NDQxODE4MDM3NDg%3D
2025-04-09,,,,,,,,,,,,,,,,,,,https://www.autohero.com/fr/toyota-yaris/id/2612d214-ac6a-450e-bffd-97f3142bfd42/?financePeriod=84&cashAmount=50000&impression_id=YjBkMTk0YzMtZjQ0NC00NmNhLWFjMzQtYjVjYzAyYzE2ZmM5KzE3NDQxODIwOTg3MjY%3D
2025-04-09,Ford Kuga,2.5 Duratec PHEV ST Line X eCVT,21 990 €,18.02.2020,62 149 km,Hybride,Boite de vitesse automatique,225 CV / 165 kW,3,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,26 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-kuga/id/f9042e82-8cf7-471a-ac30-56e6e29307ed/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Twingo,0.9 TCe Midnight EDC,11 390 €,21.06.2017,59 988 km,Essence,Double embrayage / DCT,90 CV / 66 kW,2,Citadine,5,4,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,108 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-twingo/id/b9b944cd-f8d8-475d-a1f0-6a06701469fb/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Astra,Sports Tourer 1.4 Turbo Elite Auto,14 090 €,22.11.2018,92 803 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,1,Break,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,131 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/opel-astra/id/46df6d05-3c0d-4d3a-b751-53e273ae4156/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Aygo,1.0 VVT-i X-Play X-Shift,12 290 €,24.07.2019,21 664 km,Essence,Boite de vitesse automatique,72 CV / 53 kW,1,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,94 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-aygo/id/45731532-3106-4b6e-b3f4-da16b698a3f1/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Duster,1.5 dCi Blue Prestige 4x4,16 890 €,22.02.2021,96 604 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,147 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/dacia-duster/id/bbd556b1-26e0-4164-8c1d-64ea39c9b13d/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen Berlingo,Multispace Taille M 1.5 Blue-HDi Shine BV6,19 190 €,14.01.2020,69 656 km,Diesel,Boite de vitesse manuelle,131 CV / 96 kW,1,Monospace,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,110 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/citroen-berlingo/id/46744f3c-6f71-41e5-ad00-b6e95b466fa0/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe GLE,Coupé 350 d Fascination 4Matic,43 090 €,02.11.2018,82 061 km,Diesel,Boite de vitesse automatique,258 CV / 190 kW,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,190 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-classe-gle/id/638a0f83-bd18-4ae0-9b4b-835bfa31c7bb/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3 Aircross,1.5 Blue-HDi Shine BV6,14 890 €,02.02.2021,50 643 km,Diesel,Boite de vitesse manuelle,110 CV / 81 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/citroen-c-3-aircross/id/a11cf940-299e-44a4-ae05-a9c1148323ea/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Yaris,1.5 Hybrid Dynamic,14 690 €,09.04.2018,35 222 km,Hybride,Boite de vitesse automatique,100 CV / 74 kW,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/toyota-yaris/id/324efa8d-4f77-4a4b-a98e-c21b7abb2638/?financePeriod=84&cashAmount=50000&impression_id=NmQxYjc2NjMtYzczYS00MDJhLWJhZTgtYmEzMmQyZTI1N2YyKzE3NDQxODIwNzIzNzA%3D
2025-04-09,Volkswagen Golf VII,1.5 TSI EVO BlueMotion Tech Carat DSG7,21 890 €,30.10.2019,39 606 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,Berline,5,5,Noir,Alcantara (Sellerie d'origine),EURO 6,109 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/volkswagen-golf-vii/id/2b9c138e-a107-4f7f-86ce-9bd6f5da8608/?financePeriod=84&cashAmount=50000
2025-04-09,Skoda Kamiq,1.5 TSI ACT Monte-Carlo DSG7,22 090 €,29.01.2022,57 634 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/skoda-kamiq/id/2312c85a-f404-414a-8c92-07dfd9057288/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Captur,1.2 TCe Energy Intens EDC,12 190 €,01.06.2018,73 131 km,Essence,Double embrayage / DCT,120 CV / 87 kW,4,SUV,5,5,Orange,Mi-cuir (Sellerie d'origine),EURO 6,125 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-captur/id/2de9ebb1-0c06-43d6-8fc6-9a0c953f01f2/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Captur,1.3 TCe RS Line,18 990 €,16.05.2022,16 167 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,1,SUV,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,132 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-captur/id/d5952491-6538-4ed4-8b9a-a10efc239b76/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 308,1.2 PureTech Allure,9 290 €,29.03.2018,71 583 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,2,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,107 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-308/id/c37bf5c1-99b8-4e18-9620-d41adecf243a/?financePeriod=84&cashAmount=50000
2025-04-09,Nissan Qashqai,1.3 Mild Hybrid N-Connecta Xtronic,22 490 €,25.02.2022,56 261 km,Essence,Boite de vitesse automatique,158 CV / 116 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,144 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/nissan-qashqai/id/dc5e8c4a-a83f-437f-8621-b52e1f1650ce/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 108,1.2 PureTech Style,7 990 €,14.05.2018,30 862 km,Essence,Boite de vitesse manuelle,82 CV / 60 kW,5,Citadine,5,4,Gris,Tissu (Sellerie d'origine),EURO 6,99 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-108/id/58494c95-ccb5-4af7-85df-c7a56a51311b/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 208,1.2 PureTech Style,10 490 €,15.07.2022,32 516 km,Essence,Boite de vitesse manuelle,75 CV / 55 kW,2,Citadine,5,5,Jaune,Tissu (Sellerie d'origine),EURO 6a,119 g/km,,Non,https://www.autohero.com/fr/peugeot-208/id/50617dc2-d758-4d11-8dc2-234a8c390b07/?financePeriod=84&cashAmount=50000
2025-04-09,Suzuki Swift,1.2 DualJet Hybrid Pack,15 190 €,07.08.2023,27 738 km,Essence,Boite de vitesse manuelle,83 CV / 61 kW,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/suzuki-swift/id/e5f692f0-a276-4e3d-8482-c583c89159ac/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO Carat DSG7,25 990 €,26.02.2021,36 136 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/volkswagen-t-roc/id/70a8e5ed-cdc1-40e0-8f86-9d4b10199976/?financePeriod=84&cashAmount=50000&impression_id=OWFmNWZmODktOTVjNy00ZjFmLWJmZGUtY2FkMmY0MTI1M2ZkKzE3NDQxODIwNjE5NzE%3D
2025-04-09,Mercedes-Benz GLA,200 d AMG Line DCT,33 290 €,03.12.2021,67 844 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,142 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-gla/id/59028a58-263f-4d33-8847-1d13c1bc1242/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 308,2.0 Blue-HDi GT EAT8,16 890 €,30.03.2018,95 099 km,Diesel,Boite de vitesse automatique,180 CV / 130 kW,3,Berline,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,116 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-308/id/d2944cf3-8a4a-4aa6-85a9-b37a7670002f/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 208,1.2 PureTech Allure,11 590 €,26.12.2019,64 124 km,Essence,Boite de vitesse manuelle,100 CV / 74 kW,3,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,96 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-208/id/b0cb8075-984b-46dd-8a0d-3499d86bbca9/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Duster,1.2 TCe Prestige 4x2,12 190 €,10.04.2018,81 575 km,Essence,Boite de vitesse manuelle,125 CV / 92 kW,2,SUV,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,138 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-duster/id/f1b0e8ac-ac63-44f7-a507-4fa18bf5577e/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO Style,15 790 €,21.05.2018,91 640 km,Essence,Boite de vitesse manuelle,150 CV / 110 kW,Inconnu,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,121 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-roc/id/a8311506-a188-43b2-a865-51fdbbebaf81/?financePeriod=84&cashAmount=50000
